"category","thresholdSensitivity","categoryType","alias","feedExpirationDate","feedIsStale","numberOfFollowers","previousInterestRank"
"Histafed",0.35,"Therapy","[u'Pseudoephedrine Hydrochloride; Triprolidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Myfed",0.35,"Therapy","[u'Pseudoephedrine Hydrochloride; Triprolidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Pseudoephedrine Hydrochloride And Triprolidine Hydrochloride",0.35,"Therapy","[u'Pseudoephedrine Hydrochloride; Triprolidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Trilitron",0.35,"Therapy","[u'Pseudoephedrine Hydrochloride; Triprolidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Triphed",0.35,"Therapy","[u'Pseudoephedrine Hydrochloride; Triprolidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Triprolidine And Pseudoephedrine",0.35,"Therapy","[u'Pseudoephedrine Hydrochloride; Triprolidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Triprolidine And Pseudoephedrine Hydrochlorides",0.35,"Therapy","[u'Pseudoephedrine Hydrochloride; Triprolidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Triprolidine Hydrochloride And Pseudoephedrine Hydrochloride",0.35,"Therapy","[u'Pseudoephedrine Hydrochloride; Triprolidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Novafed",0.35,"Therapy","[u'Pseudoephedrine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Sudafed 12 Hour",0.35,"Therapy","[u'Pseudoephedrine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Sudafed 24 Hour",0.35,"Therapy","[u'Pseudoephedrine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Pseudo-12",0.35,"Therapy","[u'Pseudoephedrine Polistirex']","2010-12-13T00:00:00",FALSE,0,1000
"Afrinol",0.35,"Therapy","[u'Pseudoephedrine Sulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Eczema",0.35,"Condition","[u'Psoriasis']","2010-12-13T00:00:00",FALSE,0,1000
"Mestinon",0.35,"Therapy","[u'Pyridostigmine Bromide']","2010-12-13T00:00:00",FALSE,0,1000
"Regonol",0.35,"Therapy","[u'Pyridostigmine Bromide']","2010-12-13T00:00:00",FALSE,0,1000
"Hexa-Betalin",0.35,"Therapy","[u'Pyridoxine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Fansidar",0.35,"Therapy","[u'Pyrimethamine; Sulfadoxine']","2010-12-13T00:00:00",FALSE,0,1000
"Daraprim",0.35,"Therapy","[u'Pyrimethamine']","2010-12-13T00:00:00",FALSE,0,1000
"Head & Shoulders Conditioner",0.35,"Therapy","[u'Pyrithione Zinc']","2010-12-13T00:00:00",FALSE,0,1000
"Povan",0.35,"Therapy","[u'Pyrvinium Pamoate']","2010-12-13T00:00:00",FALSE,0,1000
"Doral",0.35,"Therapy","[u'Quazepam']","2010-12-13T00:00:00",FALSE,0,1000
"Seroquel",0.35,"Therapy","[u'Quetiapine Fumarate']","2010-12-13T00:00:00",FALSE,0,1000
"Seroquel Xr",0.35,"Therapy","[u'Quetiapine Fumarate']","2010-12-13T00:00:00",FALSE,0,1000
"Accupril",0.35,"Therapy","[u'Quinapril Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Estrovis",0.35,"Therapy","[u'Quinestrol']","2010-12-13T00:00:00",FALSE,0,1000
"Hydromox R",0.35,"Therapy","[u'Quinethazone; Reserpine']","2010-12-13T00:00:00",FALSE,0,1000
"Hydromox",0.35,"Therapy","[u'Quinethazone']","2010-12-13T00:00:00",FALSE,0,1000
"Duraquin",0.35,"Therapy","[u'Quinidine Gluconate']","2010-12-13T00:00:00",FALSE,0,1000
"Quinact",0.35,"Therapy","[u'Quinidine Gluconate']","2010-12-13T00:00:00",FALSE,0,1000
"Quinaglute",0.35,"Therapy","[u'Quinidine Gluconate']","2010-12-13T00:00:00",FALSE,0,1000
"Quinalan",0.35,"Therapy","[u'Quinidine Gluconate']","2010-12-13T00:00:00",FALSE,0,1000
"Quinatime",0.35,"Therapy","[u'Quinidine Gluconate']","2010-12-13T00:00:00",FALSE,0,1000
"Cardioquin",0.35,"Therapy","[u'Quinidine Polygalacturonate']","2010-12-13T00:00:00",FALSE,0,1000
"Cin-Quin",0.35,"Therapy","[u'Quinidine Sulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Quinidex",0.35,"Therapy","[u'Quinidine Sulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Quinora",0.35,"Therapy","[u'Quinidine Sulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Qualaquin",0.35,"Therapy","[u'Quinine Sulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Aciphex",0.35,"Therapy","[u'Rabeprazole Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Rabeprazole",0.35,"Therapy","[u'Rabeprazole Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Evista",0.35,"Therapy","[u'Raloxifene Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Isentress",0.35,"Therapy","[u'Raltegravir Potassium']","2010-12-13T00:00:00",FALSE,0,1000
"Rozerem",0.35,"Therapy","[u'Ramelteon']","2010-12-13T00:00:00",FALSE,0,1000
"Altace",0.35,"Therapy","[u'Ramipril']","2010-12-13T00:00:00",FALSE,0,1000
"Lucentis",0.35,"Therapy","[u'Ranibizumab']","2010-12-13T00:00:00",FALSE,0,1000
"Tritec",0.35,"Therapy","[u'Ranitidine Bismuth Citrate']","2010-12-13T00:00:00",FALSE,0,1000
"Zantac",0.35,"Therapy","[u'Ranitidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Zantac 150",0.35,"Therapy","[u'Ranitidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Zantac 25",0.35,"Therapy","[u'Ranitidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Zantac 300",0.35,"Therapy","[u'Ranitidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Zantac 75",0.35,"Therapy","[u'Ranitidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Zantac In Plastic Container",0.35,"Therapy","[u'Ranitidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Ranexa",0.35,"Therapy","[u'Ranolazine']","2010-12-13T00:00:00",FALSE,0,1000
"Raplon",0.35,"Therapy","[u'Rapacuronium Bromide']","2010-12-13T00:00:00",FALSE,0,1000
"Azilect",0.35,"Therapy","[u'Rasagiline Mesylate']","2010-12-13T00:00:00",FALSE,0,1000
"Elitek",0.35,"Therapy","[u'Rasburicase']","2010-12-13T00:00:00",FALSE,0,1000
"Hiwolfia",0.35,"Therapy","[u'Rauwolfia Serpentina Root']","2010-12-13T00:00:00",FALSE,0,1000
"Hyserpin",0.35,"Therapy","[u'Rauwolfia Serpentina Root']","2010-12-13T00:00:00",FALSE,0,1000
"Koglucoid",0.35,"Therapy","[u'Rauwolfia Serpentina Root']","2010-12-13T00:00:00",FALSE,0,1000
"Raudixin",0.35,"Therapy","[u'Rauwolfia Serpentina Root']","2010-12-13T00:00:00",FALSE,0,1000
"Rauserpin",0.35,"Therapy","[u'Rauwolfia Serpentina Root']","2010-12-13T00:00:00",FALSE,0,1000
"Rauval",0.35,"Therapy","[u'Rauwolfia Serpentina Root']","2010-12-13T00:00:00",FALSE,0,1000
"Rauwolfia Serpentina",0.35,"Therapy","[u'Rauwolfia Serpentina Root']","2010-12-13T00:00:00",FALSE,0,1000
"Wolfina",0.35,"Therapy","[u'Rauwolfia Serpentina Root']","2010-12-13T00:00:00",FALSE,0,1000
"Lexiscan",0.35,"Therapy","[u'Regadenoson']","2010-12-13T00:00:00",FALSE,0,1000
"Ultiva",0.35,"Therapy","[u'Remifentanil Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Prandin",0.35,"Therapy","[u'Repaglinide']","2010-12-13T00:00:00",FALSE,0,1000
"H.P. Acthar Gel",0.35,"Therapy","[u'Repository Corticotropin']","2010-12-13T00:00:00",FALSE,0,1000
"Cinnasil",0.35,"Therapy","[u'Rescinnamine']","2010-12-13T00:00:00",FALSE,0,1000
"Moderil",0.35,"Therapy","[u'Rescinnamine']","2010-12-13T00:00:00",FALSE,0,1000
"Metatensin #2",0.35,"Therapy","[u'Reserpine; Trichlormethiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Metatensin #4",0.35,"Therapy","[u'Reserpine; Trichlormethiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Naquival",0.35,"Therapy","[u'Reserpine; Trichlormethiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Trichlormethiazide W/ Reserpine",0.35,"Therapy","[u'Reserpine; Trichlormethiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Hiserpia",0.35,"Therapy","[u'Reserpine']","2010-12-13T00:00:00",FALSE,0,1000
"Rau-Sed",0.35,"Therapy","[u'Reserpine']","2010-12-13T00:00:00",FALSE,0,1000
"Sandril",0.35,"Therapy","[u'Reserpine']","2010-12-13T00:00:00",FALSE,0,1000
"Serpalan",0.35,"Therapy","[u'Reserpine']","2010-12-13T00:00:00",FALSE,0,1000
"Serpanray",0.35,"Therapy","[u'Reserpine']","2010-12-13T00:00:00",FALSE,0,1000
"Serpasil",0.35,"Therapy","[u'Reserpine']","2010-12-13T00:00:00",FALSE,0,1000
"Serpate",0.35,"Therapy","[u'Reserpine']","2010-12-13T00:00:00",FALSE,0,1000
"Serpivite",0.35,"Therapy","[u'Reserpine']","2010-12-13T00:00:00",FALSE,0,1000
"Altabax",0.35,"Therapy","[u'Retapamulin']","2010-12-13T00:00:00",FALSE,0,1000
"Retavase",0.35,"Therapy","[u'Reteplase']","2010-12-13T00:00:00",FALSE,0,1000
"Copegus",0.35,"Therapy","[u'Ribavirin']","2010-12-13T00:00:00",FALSE,0,1000
"Rebetol",0.35,"Therapy","[u'Ribavirin']","2010-12-13T00:00:00",FALSE,0,1000
"Ribasphere",0.35,"Therapy","[u'Ribavirin']","2010-12-13T00:00:00",FALSE,0,1000
"Ribavarin",0.35,"Therapy","[u'Ribavirin']","2010-12-13T00:00:00",FALSE,0,1000
"Virazole",0.35,"Therapy","[u'Ribavirin']","2010-12-13T00:00:00",FALSE,0,1000
"Mycobutin",0.35,"Therapy","[u'Rifabutin']","2010-12-13T00:00:00",FALSE,0,1000
"Rifadin",0.35,"Therapy","[u'Rifampin']","2010-12-13T00:00:00",FALSE,0,1000
"Rimactane",0.35,"Therapy","[u'Rifampin']","2010-12-13T00:00:00",FALSE,0,1000
"Priftin",0.35,"Therapy","[u'Rifapentine']","2010-12-13T00:00:00",FALSE,0,1000
"Xifaxan",0.35,"Therapy","[u'Rifaximin']","2010-12-13T00:00:00",FALSE,0,1000
"Arcalyst",0.35,"Therapy","[u'Rilonacept']","2010-12-13T00:00:00",FALSE,0,1000
"Rilutek",0.35,"Therapy","[u'Riluzole']","2010-12-13T00:00:00",FALSE,0,1000
"Flumadine",0.35,"Therapy","[u'Rimantadine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Vexol",0.35,"Therapy","[u'Rimexolone']","2010-12-13T00:00:00",FALSE,0,1000
"Actonel",0.35,"Therapy","[u'Risedronate Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Atelvia",0.35,"Therapy","[u'Risedronate Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Risperdal",0.35,"Therapy","[u'Risperidone']","2010-12-13T00:00:00",FALSE,0,1000
"Risperdal Consta",0.35,"Therapy","[u'Risperidone']","2010-12-13T00:00:00",FALSE,0,1000
"Ritodrine Hcl",0.35,"Therapy","[u'Ritodrine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Ritodrine Hydrochloride In Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Ritodrine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Yutopar",0.35,"Therapy","[u'Ritodrine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Norvir",0.35,"Therapy","[u'Ritonavir']","2010-12-13T00:00:00",FALSE,0,1000
"Rituxan",0.35,"Therapy","[u'Rituximab']","2010-12-13T00:00:00",FALSE,0,1000
"Rivastigmine",0.35,"Therapy","[u'Rivastigmine Tartrate']","2010-12-13T00:00:00",FALSE,0,1000
"Exelon",0.35,"Therapy","[u'Rivastigmine']","2010-12-13T00:00:00",FALSE,0,1000
"Maxalt",0.35,"Therapy","[u'Rizatriptan Benzoate']","2010-12-13T00:00:00",FALSE,0,1000
"Maxalt-Mlt",0.35,"Therapy","[u'Rizatriptan Benzoate']","2010-12-13T00:00:00",FALSE,0,1000
"Zemuron",0.35,"Therapy","[u'Rocuronium Bromide']","2010-12-13T00:00:00",FALSE,0,1000
"Vioxx",0.35,"Therapy","[u'Rofecoxib']","2010-12-13T00:00:00",FALSE,0,1000
"Istodax",0.35,"Therapy","[u'Romidepsin']","2010-12-13T00:00:00",FALSE,0,1000
"Nplate",0.35,"Therapy","[u'Romiplostim']","2010-12-13T00:00:00",FALSE,0,1000
"Requip",0.35,"Therapy","[u'Ropinirole Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Requip Xl",0.35,"Therapy","[u'Ropinirole Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Naropin",0.35,"Therapy","[u'Ropivacaine Hydrochloride Monohydrate']","2010-12-13T00:00:00",FALSE,0,1000
"Robengatope",0.35,"Therapy","[u'Rose Bengal Sodium I-131']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Rose Bengal I 131",0.35,"Therapy","[u'Rose Bengal Sodium I-131']","2010-12-13T00:00:00",FALSE,0,1000
"Avandia",0.35,"Therapy","[u'Rosiglitazone Maleate']","2010-12-13T00:00:00",FALSE,0,1000
"Rosiglitazone",0.35,"Therapy","[u'Rosiglitazone Maleate']","2010-12-13T00:00:00",FALSE,0,1000
"Crestor",0.35,"Therapy","[u'Rosuvastatin Calcium']","2010-12-13T00:00:00",FALSE,0,1000
"Neupro",0.35,"Therapy","[u'Rotigotine']","2010-12-13T00:00:00",FALSE,0,1000
"Cardiogen-82",0.35,"Therapy","[u'Rubidium Chloride Rb-82']","2010-12-13T00:00:00",FALSE,0,1000
"Banzel",0.35,"Therapy","[u'Rufinamide']","2010-12-13T00:00:00",FALSE,0,1000
"Sucraid",0.35,"Therapy","[u'Sacrosidase']","2010-12-13T00:00:00",FALSE,0,1000
"Liposyn Ii 10%",0.35,"Therapy","[u'Safflower Oil; Soybean Oil']","2010-12-13T00:00:00",FALSE,0,1000
"Liposyn Ii 20%",0.35,"Therapy","[u'Safflower Oil; Soybean Oil']","2010-12-13T00:00:00",FALSE,0,1000
"Liposyn 10%",0.35,"Therapy","[u'Safflower Oil']","2010-12-13T00:00:00",FALSE,0,1000
"Liposyn 20%",0.35,"Therapy","[u'Safflower Oil']","2010-12-13T00:00:00",FALSE,0,1000
"Serevent",0.35,"Therapy","[u'Salmeterol Xinafoate']","2010-12-13T00:00:00",FALSE,0,1000
"Quadramet",0.35,"Therapy","[u'Samarium Sm-153 Lexidronam Pentasodium']","2010-12-13T00:00:00",FALSE,0,1000
"Kuvan",0.35,"Therapy","[u'Sapropterin Dihydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Invirase",0.35,"Therapy","[u'Saquinavir Mesylate']","2010-12-13T00:00:00",FALSE,0,1000
"Fortovase",0.35,"Therapy","[u'Saquinavir']","2010-12-13T00:00:00",FALSE,0,1000
"Sarenin",0.35,"Therapy","[u'Saralasin Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Leukine",0.35,"Therapy","[u'Sargramostim']","2010-12-13T00:00:00",FALSE,0,1000
"Onglyza",0.35,"Therapy","[u'Saxagliptin Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Transderm Scop",0.35,"Therapy","[u'Scopolamine']","2010-12-13T00:00:00",FALSE,0,1000
"Seconal Sodium",0.35,"Therapy","[u'Secobarbital Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Chirhostim",0.35,"Therapy","[u'Secretin Synthetic Human']","2010-12-13T00:00:00",FALSE,0,1000
"Secreflo",0.35,"Therapy","[u'Secretin']","2010-12-13T00:00:00",FALSE,0,1000
"Secretin-Ferring",0.35,"Therapy","[u'Secretin']","2010-12-13T00:00:00",FALSE,0,1000
"Eldepryl",0.35,"Therapy","[u'Selegiline Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Zelapar",0.35,"Therapy","[u'Selegiline Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Emsam",0.35,"Therapy","[u'Selegiline']","2010-12-13T00:00:00",FALSE,0,1000
"Exsel",0.35,"Therapy","[u'Selenium Sulfide']","2010-12-13T00:00:00",FALSE,0,1000
"Selsun",0.35,"Therapy","[u'Selenium Sulfide']","2010-12-13T00:00:00",FALSE,0,1000
"Selenomethionine Se 75",0.35,"Therapy","[u'Selenomethionine Se-75']","2010-12-13T00:00:00",FALSE,0,1000
"Sethotope",0.35,"Therapy","[u'Selenomethionine Se-75']","2010-12-13T00:00:00",FALSE,0,1000
"Acthar Gel-Synthetic",0.35,"Therapy","[u'Seractide Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Geref",0.35,"Therapy","[u'Sermorelin Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Ertaczo",0.35,"Therapy","[u'Sertaconazole Nitrate']","2010-12-13T00:00:00",FALSE,0,1000
"Zoloft",0.35,"Therapy","[u'Sertraline Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Renvela",0.35,"Therapy","[u'Sevelamer Carbonate']","2010-12-13T00:00:00",FALSE,0,1000
"Renagel",0.35,"Therapy","[u'Sevelamer Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Sojourn",0.35,"Therapy","[u'Sevoflurane']","2010-12-13T00:00:00",FALSE,0,1000
"Ultane",0.35,"Therapy","[u'Sevoflurane']","2010-12-13T00:00:00",FALSE,0,1000
"Meridia",0.35,"Therapy","[u'Sibutramine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Revatio",0.35,"Therapy","[u'Sildenafil Citrate']","2010-12-13T00:00:00",FALSE,0,1000
"Viagra",0.35,"Therapy","[u'Sildenafil Citrate']","2010-12-13T00:00:00",FALSE,0,1000
"Rapaflo",0.35,"Therapy","[u'Silodosin']","2010-12-13T00:00:00",FALSE,0,1000
"Sildaflo",0.35,"Therapy","[u'Silver Sulfadiazine']","2010-12-13T00:00:00",FALSE,0,1000
"Silvadene",0.35,"Therapy","[u'Silver Sulfadiazine']","2010-12-13T00:00:00",FALSE,0,1000
"Ssd",0.35,"Therapy","[u'Silver Sulfadiazine']","2010-12-13T00:00:00",FALSE,0,1000
"Ssd Af",0.35,"Therapy","[u'Silver Sulfadiazine']","2010-12-13T00:00:00",FALSE,0,1000
"Thermazene",0.35,"Therapy","[u'Silver Sulfadiazine']","2010-12-13T00:00:00",FALSE,0,1000
"Sonorx",0.35,"Therapy","[u'Simethicone-Cellulose']","2010-12-13T00:00:00",FALSE,0,1000
"Zocor",0.35,"Therapy","[u'Simvastatin']","2010-12-13T00:00:00",FALSE,0,1000
"Kinevac",0.35,"Therapy","[u'Sincalide']","2010-12-13T00:00:00",FALSE,0,1000
"Veregen",0.35,"Therapy","[u'Sinecatechins']","2010-12-13T00:00:00",FALSE,0,1000
"Rapamune",0.35,"Therapy","[u'Sirolimus']","2010-12-13T00:00:00",FALSE,0,1000
"Januvia",0.35,"Therapy","[u'Sitagliptin Phosphate']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Acetate In Plastic Container",0.35,"Therapy","[u'Sodium Acetate Anhydrous']","2010-12-13T00:00:00",FALSE,0,1000
"Ammonul",0.35,"Therapy","[u'Sodium Benzoate; Sodium Phenylacetate']","2010-12-13T00:00:00",FALSE,0,1000
"Ucephan",0.35,"Therapy","[u'Sodium Benzoate; Sodium Phenylacetate']","2010-12-13T00:00:00",FALSE,0,1000
"Baros",0.35,"Therapy","[u'Sodium Bicarbonate; Tartaric Acid']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Bicarbonate In Plastic Container",0.35,"Therapy","[u'Sodium Bicarbonate']","2010-12-13T00:00:00",FALSE,0,1000
"Bacteriostatic Sodium Chloride 0.9% In Plastic Container",0.35,"Therapy","[u'Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Broncho Saline",0.35,"Therapy","[u'Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Chloride 0.45% In Plastic Container",0.35,"Therapy","[u'Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Chloride 0.9% In Plastic Container",0.35,"Therapy","[u'Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Chloride 0.9% In Sterile Plastic Container",0.35,"Therapy","[u'Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Chloride 23.4% In Plastic Container",0.35,"Therapy","[u'Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Chloride 3% In Plastic Container",0.35,"Therapy","[u'Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Chloride 5% In Plastic Container",0.35,"Therapy","[u'Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Chloride In Plastic Container",0.35,"Therapy","[u'Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Chromitope Sodium",0.35,"Therapy","[u'Sodium Chromate Cr-51']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Chromate Cr 51",0.35,"Therapy","[u'Sodium Chromate Cr-51']","2010-12-13T00:00:00",FALSE,0,1000
"Ferrlecit",0.35,"Therapy","[u'Sodium Ferric Gluconate Complex']","2010-12-13T00:00:00",FALSE,0,1000
"Fluorine F-18",0.35,"Therapy","[u'Sodium Fluoride F-18']","2010-12-13T00:00:00",FALSE,0,1000
"Colgate Total",0.35,"Therapy","[u'Sodium Fluoride; Triclosan']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Iodide I 123",0.35,"Therapy","[u'Sodium Iodide I-123']","2010-12-13T00:00:00",FALSE,0,1000
"Hicon",0.35,"Therapy","[u'Sodium Iodide I-131']","2010-12-13T00:00:00",FALSE,0,1000
"Iodotope",0.35,"Therapy","[u'Sodium Iodide I-131']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Iodide I 131",0.35,"Therapy","[u'Sodium Iodide I-131']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Lactate 0.167 Molar In Plastic Container",0.35,"Therapy","[u'Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Lactate 1/6 Molar In Plastic Container",0.35,"Therapy","[u'Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Lactate In Plastic Container",0.35,"Therapy","[u'Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Extra-Strength Aim",0.35,"Therapy","[u'Sodium Monofluorophosphate']","2010-12-13T00:00:00",FALSE,0,1000
"Nithiodote",0.35,"Therapy","[u'Sodium Nitrite; Sodium Thiosulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Nipride",0.35,"Therapy","[u'Sodium Nitroprusside']","2010-12-13T00:00:00",FALSE,0,1000
"Nitropress",0.35,"Therapy","[u'Sodium Nitroprusside']","2010-12-13T00:00:00",FALSE,0,1000
"Xyrem",0.35,"Therapy","[u'Sodium Oxybate']","2010-12-13T00:00:00",FALSE,0,1000
"Buphenyl",0.35,"Therapy","[u'Sodium Phenylbutyrate']","2010-12-13T00:00:00",FALSE,0,1000
"Phosphotope",0.35,"Therapy","[u'Sodium Phosphate P-32']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Phosphate P 32",0.35,"Therapy","[u'Sodium Phosphate P-32']","2010-12-13T00:00:00",FALSE,0,1000
"Osmoprep",0.35,"Therapy","[u'Sodium Phosphate, Dibasic Anhydrous; Sodium Phosphate, Monobasic, Monohydrate']","2010-12-13T00:00:00",FALSE,0,1000
"Visicol",0.35,"Therapy","[u'Sodium Phosphate, Dibasic Anhydrous; Sodium Phosphate, Monobasic, Monohydrate']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Phosphates In Plastic Container",0.35,"Therapy","[u'Sodium Phosphate, Dibasic, Heptahydrate; Sodium Phosphate, Monobasic Anhydrous']","2010-12-13T00:00:00",FALSE,0,1000
"Kalexate",0.35,"Therapy","[u'Sodium Polystyrene Sulfonate']","2010-12-13T00:00:00",FALSE,0,1000
"Kayexalate",0.35,"Therapy","[u'Sodium Polystyrene Sulfonate']","2010-12-13T00:00:00",FALSE,0,1000
"Kionex",0.35,"Therapy","[u'Sodium Polystyrene Sulfonate']","2010-12-13T00:00:00",FALSE,0,1000
"Sps",0.35,"Therapy","[u'Sodium Polystyrene Sulfonate']","2010-12-13T00:00:00",FALSE,0,1000
"Sotradecol",0.35,"Therapy","[u'Sodium Tetradecyl Sulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Vesicare",0.35,"Therapy","[u'Solifenacin Succinate']","2010-12-13T00:00:00",FALSE,0,1000
"Protropin",0.35,"Therapy","[u'Somatrem']","2010-12-13T00:00:00",FALSE,0,1000
"Accretropin",0.35,"Therapy","[u'Somatropin Recombinant']","2010-12-13T00:00:00",FALSE,0,1000
"Bio-Tropin",0.35,"Therapy","[u'Somatropin Recombinant']","2010-12-13T00:00:00",FALSE,0,1000
"Genotropin",0.35,"Therapy","[u'Somatropin Recombinant']","2010-12-13T00:00:00",FALSE,0,1000
"Genotropin Preservative Free",0.35,"Therapy","[u'Somatropin Recombinant']","2010-12-13T00:00:00",FALSE,0,1000
"Humatrope",0.35,"Therapy","[u'Somatropin Recombinant']","2010-12-13T00:00:00",FALSE,0,1000
"Norditropin",0.35,"Therapy","[u'Somatropin Recombinant']","2010-12-13T00:00:00",FALSE,0,1000
"Norditropin Flexpro",0.35,"Therapy","[u'Somatropin Recombinant']","2010-12-13T00:00:00",FALSE,0,1000
"Norditropin Nordiflex",0.35,"Therapy","[u'Somatropin Recombinant']","2010-12-13T00:00:00",FALSE,0,1000
"Nutropin",0.35,"Therapy","[u'Somatropin Recombinant']","2010-12-13T00:00:00",FALSE,0,1000
"Nutropin Aq",0.35,"Therapy","[u'Somatropin Recombinant']","2010-12-13T00:00:00",FALSE,0,1000
"Nutropin Aq Pen",0.35,"Therapy","[u'Somatropin Recombinant']","2010-12-13T00:00:00",FALSE,0,1000
"Nutropin Depot",0.35,"Therapy","[u'Somatropin Recombinant']","2010-12-13T00:00:00",FALSE,0,1000
"Omnitrope",0.35,"Therapy","[u'Somatropin Recombinant']","2010-12-13T00:00:00",FALSE,0,1000
"Saizen",0.35,"Therapy","[u'Somatropin Recombinant']","2010-12-13T00:00:00",FALSE,0,1000
"Serostim",0.35,"Therapy","[u'Somatropin Recombinant']","2010-12-13T00:00:00",FALSE,0,1000
