"category","thresholdSensitivity","categoryType","alias","feedExpirationDate","feedIsStale"
"Trivora-28",,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']",,
"Trizivir",,"Therapy","[u'Abacavir Sulfate; Lamivudine; Zidovudine']",,
"Trobicin",,"Therapy","[u'Spectinomycin Hydrochloride']",,
"Trophamine",,"Therapy","[u'Amino Acids']",,
"Trophamine 10%",,"Therapy","[u'Amino Acids']",,
"Tropicacyl",,"Therapy","[u'Tropicamide']",,
"Tropicamide",,"Therapy",,,
"Trospium Chloride",,"Therapy",,,
"Trovan",,"Therapy","[u'Trovafloxacin Mesylate']",,
"Trovan Preservative Free",,"Therapy","[u'Alatrofloxacin Mesylate']",,
"Trovan/Zithromax Compliance Pak",,"Therapy","[u'Azithromycin Dihydrate; Trovafloxacin Mesylate']",,
"Truphylline",,"Therapy","[u'Aminophylline']",,
"Trusopt",,"Therapy","[u'Dorzolamide Hydrochloride']",,
"Truvada",,"Therapy","[u'Emtricitabine; Tenofovir Disoproxil Fumarate']",,
"Trymex",,"Therapy","[u'Triamcinolone Acetonide']",,
"Trysul",,"Therapy","[u'Triple Sulfa (Sulfabenzamide;Sulfacetamide;Sulfathiazole)']",,
"Tubocurarine Chloride",,"Therapy",,,
"Turgex",,"Therapy","[u'Hexachlorophene']",,
"Tussicaps",,"Therapy","[u'Chlorpheniramine Polistirex; Hydrocodone Polistirex']",,
"Tussigon",,"Therapy","[u'Homatropine Methylbromide; Hydrocodone Bitartrate']",,
"Tussionex Pennkinetic",,"Therapy","[u'Chlorpheniramine Polistirex; Hydrocodone Polistirex']",,
"Twinject 0.15",,"Therapy","[u'Epinephrine']",,
"Twinject 0.3",,"Therapy","[u'Epinephrine']",,
"Twynsta",,"Therapy","[u'Amlodipine Besylate; Telmisartan']",,
"Tycolet",,"Therapy","[u'Acetaminophen; Hydrocodone Bitartrate']",,
"Tygacil",,"Therapy","[u'Tigecycline']",,
"Tykerb",,"Therapy","[u'Lapatinib Ditosylate']",,
"Tylenol",,"Therapy","[u'Acetaminophen']",,
"Tylenol (Caplet)",,"Therapy","[u'Acetaminophen']",,
"Tylenol (Geltab)",,"Therapy","[u'Acetaminophen']",,
"Tylenol W/ Codeine",,"Therapy","[u'Acetaminophen; Codeine Phosphate']",,
"Tylenol W/ Codeine No. 1",,"Therapy","[u'Acetaminophen; Codeine Phosphate']",,
"Tylenol W/ Codeine No. 2",,"Therapy","[u'Acetaminophen; Codeine Phosphate']",,
"Tylenol W/ Codeine No. 3",,"Therapy","[u'Acetaminophen; Codeine Phosphate']",,
"Tylenol W/ Codeine No. 4",,"Therapy","[u'Acetaminophen; Codeine Phosphate']",,
"Tylox",,"Therapy","[u'Acetaminophen; Oxycodone Hydrochloride']",,
"Tylox-325",,"Therapy","[u'Acetaminophen; Oxycodone Hydrochloride']",,
"Tymtran",,"Therapy","[u'Ceruletide Diethylamine']",,
"Tysabri",,"Therapy","[u'Natalizumab']",,
"Tyvaso",,"Therapy","[u'Treprostinil Sodium']",,
"Tyzeka",,"Therapy","[u'Telbivudine']",,
"Tyzine",,"Therapy","[u'Tetrahydrozoline Hydrochloride']",,
"Tz-3",,"Therapy","[u'Tioconazole']",,
"U-Cort",,"Therapy","[u'Hydrocortisone Acetate; Urea']",,
"U-Gencin",,"Therapy","[u'Gentamicin Sulfate']",,
"Ucephan",,"Therapy","[u'Sodium Benzoate; Sodium Phenylacetate']",,
"Ulesfia",,"Therapy","[u'Benzyl Alcohol']",,
"Ulo",,"Therapy","[u'Chlophedianol Hydrochloride']",,
"Uloric",,"Therapy","[u'Febuxostat']",,
"Ultane",,"Therapy","[u'Sevoflurane']",,
"Ultiva",,"Therapy","[u'Remifentanil Hydrochloride']",,
"Ultra-Technekow Fm",,"Therapy","[u'Technetium Tc-99M Sodium Pertechnetate Generator']",,
"Ultracef",,"Therapy","[u'Cefadroxil/Cefadroxil Hemihydrate']",,
"Ultracet",,"Therapy","[u'Acetaminophen; Tramadol Hydrochloride']",,
"Ultragris-165",,"Therapy","[u'Griseofulvin, Ultramicrocrystalline']",,
"Ultragris-330",,"Therapy","[u'Griseofulvin, Ultramicrocrystalline']",,
"Ultralente",,"Therapy","[u'Insulin Zinc Susp Extended Purified Beef']",,
"Ultralente Insulin",,"Therapy","[u'Insulin Zinc Susp Extended Beef']",,
"Ultram",,"Therapy","[u'Tramadol Hydrochloride']",,
"Ultram Er",,"Therapy","[u'Tramadol Hydrochloride']",,
"Ultratag",,"Therapy","[u'Technetium Tc-99M Red Blood Cell Kit']",,
"Ultravate",,"Therapy","[u'Halobetasol Propionate']",,
"Ultravist (Pharmacy Bulk)",,"Therapy","[u'Iopromide']",,
"Ultravist 150",,"Therapy","[u'Iopromide']",,
"Ultravist 240",,"Therapy","[u'Iopromide']",,
"Ultravist 300",,"Therapy","[u'Iopromide']",,
"Ultravist 300 In Plastic Container",,"Therapy","[u'Iopromide']",,
"Ultravist 370",,"Therapy","[u'Iopromide']",,
"Unasyn",,"Therapy","[u'Ampicillin Sodium; Sulbactam Sodium']",,
"Uni-Dur",,"Therapy","[u'Theophylline']",,
"Unipen",,"Therapy","[u'Nafcillin Sodium']",,
"Unipen In Plastic Container",,"Therapy","[u'Nafcillin Sodium']",,
"Uniphyl",,"Therapy","[u'Theophylline']",,
"Unipres",,"Therapy","[u'Hydralazine Hydrochloride; Hydrochlorothiazide; Reserpine']",,
"Uniretic",,"Therapy","[u'Hydrochlorothiazide; Moexipril Hydrochloride']",,
"Unisom",,"Therapy","[u'Doxylamine Succinate']",,
"Unitensen",,"Therapy","[u'Cryptenamine Tannates']",,
"Unithroid",,"Therapy","[u'Levothyroxine Sodium']",,
"Univasc",,"Therapy","[u'Moexipril Hydrochloride']",,
"Uracil Mustard",,"Therapy",,,
"Ureaphil",,"Therapy","[u'Urea']",,
"Urecholine",,"Therapy","[u'Bethanechol Chloride']",,
"Urese",,"Therapy","[u'Benzthiazide']",,
"Urex",,"Therapy","[u'Methenamine Hippurate']",,
"Urispas",,"Therapy","[u'Flavoxate Hydrochloride']",,
"Urobak",,"Therapy","[u'Sulfamethoxazole']",,
"Urocit-K",,"Therapy","[u'Potassium Citrate']",,
"Urologic G In Plastic Container",,"Therapy","[u'Citric Acid; Magnesium Oxide; Sodium Carbonate']",,
"Uroplus Ds",,"Therapy","[u'Sulfamethoxazole; Trimethoprim']",,
"Uroplus Ss",,"Therapy","[u'Sulfamethoxazole; Trimethoprim']",,
"Urovist Cysto",,"Therapy","[u'Diatrizoate Meglumine']",,
"Urovist Cysto Pediatric",,"Therapy","[u'Diatrizoate Meglumine']",,
"Urovist Meglumine Diu/Ct",,"Therapy","[u'Diatrizoate Meglumine']",,
"Urovist Sodium 300",,"Therapy","[u'Diatrizoate Sodium']",,
"Uroxatral",,"Therapy","[u'Alfuzosin Hydrochloride']",,
"Urso 250",,"Therapy","[u'Ursodiol']",,
"Urso Forte",,"Therapy","[u'Ursodiol']",,
"Ursodiol",,"Therapy",,,
"Uticillin Vk",,"Therapy","[u'Penicillin V Potassium']",,
"Uticort",,"Therapy","[u'Betamethasone Benzoate']",,
"Utimox",,"Therapy","[u'Amoxicillin']",,
"Uvadex",,"Therapy","[u'Methoxsalen']",,
"V-Cillin",,"Therapy","[u'Penicillin V']",,
"V-Cillin K",,"Therapy","[u'Penicillin V Potassium']",,
"Vagifem",,"Therapy","[u'Estradiol']",,
"Vagilia",,"Therapy","[u'Triple Sulfa (Sulfabenzamide;Sulfacetamide;Sulfathiazole)']",,
"Vagistat-1",,"Therapy","[u'Tioconazole']",,
"Valacyclovir Hydrochloride",,"Therapy",,,
"Valcyte",,"Therapy","[u'Valganciclovir Hydrochloride']",,
"Valganciclovir Hydrochloride",,"Therapy",,,
"Valisone",,"Therapy","[u'Betamethasone Valerate']",,
"Valium",,"Therapy","[u'Diazepam']",,
"Valmid",,"Therapy","[u'Ethinamate']",,
"Valnac",,"Therapy","[u'Betamethasone Valerate']",,
"Valpin 50",,"Therapy","[u'Anisotropine Methylbromide']",,
"Valproate Sodium",,"Therapy",,,
"Valproic Acid",,"Therapy",,,
"Valrelease",,"Therapy","[u'Diazepam']",,
"Valsartan",,"Therapy",,,
"Valsartan And Hydrochlorothiazide",,"Therapy","[u'Valsartan; Hydrochlorothiazide']",,
"Valstar Preservative Free",,"Therapy","[u'Valrubicin']",,
"Valtrex",,"Therapy","[u'Valacyclovir Hydrochloride']",,
"Valtropin",,"Therapy","[u'Somatropin Recombinant']",,
"Valturna",,"Therapy","[u'Aliskiren Hemifumarate; Valsartan']",,
"Vancenase",,"Therapy","[u'Beclomethasone Dipropionate']",,
"Vancenase Aq",,"Therapy","[u'Beclomethasone Dipropionate Monohydrate']",,
"Vanceril",,"Therapy","[u'Beclomethasone Dipropionate']",,
"Vanceril Double Strength",,"Therapy","[u'Beclomethasone Dipropionate']",,
"Vancocin Hydrochloride",,"Therapy","[u'Vancomycin Hydrochloride']",,
"Vancocin Hydrochloride In Plastic Container",,"Therapy","[u'Vancomycin Hydrochloride']",,
"Vancoled",,"Therapy","[u'Vancomycin Hydrochloride']",,
"Vancomycin Hcl",,"Therapy","[u'Vancomycin Hydrochloride']",,
"Vancomycin Hydrochloride",,"Therapy",,,
"Vancor",,"Therapy","[u'Vancomycin Hydrochloride']",,
"Vandazole",,"Therapy","[u'Metronidazole']",,
"Vaniqa",,"Therapy","[u'Eflornithine Hydrochloride']",,
"Vanobid",,"Therapy","[u'Candicidin']",,
"Vanos",,"Therapy","[u'Fluocinonide']",,
"Vansil",,"Therapy","[u'Oxamniquine']",,
"Vantas",,"Therapy","[u'Histrelin Acetate']",,
"Vantin",,"Therapy","[u'Cefpodoxime Proxetil']",,
"Vapo-Iso",,"Therapy","[u'Isoproterenol Hydrochloride']",,
"Vaprisol",,"Therapy","[u'Conivaptan Hydrochloride']",,
"Vaprisol In 5% Dextrose In Plastic Container",,"Therapy","[u'Conivaptan Hydrochloride']",,
"Vascor",,"Therapy","[u'Bepridil Hydrochloride']",,
"Vascoray",,"Therapy","[u'Iothalamate Meglumine; Iothalamate Sodium']",,
"Vaseretic",,"Therapy","[u'Enalapril Maleate; Hydrochlorothiazide']",,
"Vasocidin",,"Therapy","[u'Prednisolone Acetate; Sulfacetamide Sodium']",,
"Vasocon",,"Therapy","[u'Naphazoline Hydrochloride']",,
"Vasocon-A",,"Therapy","[u'Antazoline Phosphate; Naphazoline Hydrochloride']",,
"Vasotec",,"Therapy","[u'Enalaprilat']",,
"Vasoxyl",,"Therapy","[u'Methoxamine Hydrochloride']",,
"Vectibix",,"Therapy","[u'Panitumumab']",,
"Vectical",,"Therapy","[u'Calcitriol']",,
"Vecuronium Bromide",,"Therapy",,,
"Veetids",,"Therapy","[u'Penicillin V Potassium']",,
"Veetids '125'",,"Therapy","[u'Penicillin V Potassium']",,
"Veetids '250'",,"Therapy","[u'Penicillin V Potassium']",,
"Veetids '500'",,"Therapy","[u'Penicillin V Potassium']",,
"Veinamine 8%",,"Therapy","[u'Amino Acids; Magnesium Chloride; Potassium Acetate; Potassium Chloride; Sodium Acetate']",,
"Velban",,"Therapy","[u'Vinblastine Sulfate']",,
"Velcade",,"Therapy","[u'Bortezomib']",,
"Velivet",,"Therapy","[u'Desogestrel; Ethinyl Estradiol']",,
"Velosef",,"Therapy","[u'Cephradine']",,
"Velosef '125'",,"Therapy","[u'Cephradine']",,
"Velosef '250'",,"Therapy","[u'Cephradine']",,
"Velosef '500'",,"Therapy","[u'Cephradine']",,
"Velosulin",,"Therapy","[u'Insulin Purified Pork']",,
"Velosulin Br",,"Therapy","[u'Insulin Recombinant Human']",,
"Velosulin Br Human",,"Therapy","[u'Insulin Recombinant Purified Human']",,
"Veltane",,"Therapy","[u'Brompheniramine Maleate']",,
"Veltin",,"Therapy","[u'Clindamycin Phosphate; Tretinoin']",,
"Venlafaxine Hydrochloride",,"Therapy",,,
"Venofer",,"Therapy","[u'Iron Sucrose']",,
"Ventaire",,"Therapy","[u'Protokylol Hydrochloride']",,
"Ventavis",,"Therapy","[u'Iloprost']",,
"Ventolin",,"Therapy","[u'Albuterol Sulfate']",,
"Ventolin Hfa",,"Therapy","[u'Albuterol Sulfate']",,
"Ventolin Rotacaps",,"Therapy","[u'Albuterol Sulfate']",,
"Vepesid",,"Therapy","[u'Etoposide']",,
"Veramyst",,"Therapy","[u'Fluticasone Furoate']",,
"Verapamil Hcl",,"Therapy","[u'Verapamil Hydrochloride']",,
"Verapamil Hydrochloride",,"Therapy",,,
"Vercyte",,"Therapy","[u'Pipobroman']",,
"Verdeso",,"Therapy","[u'Desonide']",,
"Veregen",,"Therapy","[u'Sinecatechins']",,
"Verelan",,"Therapy","[u'Verapamil Hydrochloride']",,
"Verelan Pm",,"Therapy","[u'Verapamil Hydrochloride']",,
"Veriloid",,"Therapy","[u'Alkavervir']",,
"Verluma",,"Therapy","[u'Nofetumomab']",,
"Vermidol",,"Therapy","[u'Piperazine Citrate']",,
"Vermox",,"Therapy","[u'Mebendazole']",,
"Versapen",,"Therapy","[u'Hetacillin']",,
"Versapen-K",,"Therapy","[u'Hetacillin Potassium']",,
"Versed",,"Therapy","[u'Midazolam Hydrochloride']",,
"Vertavis",,"Therapy","[u'Veratrum Viride Root']",,
"Vesanoid",,"Therapy","[u'Tretinoin']",,
"Vesicare",,"Therapy","[u'Solifenacin Succinate']",,
"Vesprin",,"Therapy","[u'Triflupromazine']",,
"Vexol",,"Therapy","[u'Rimexolone']",,
"Vfend",,"Therapy","[u'Voriconazole']",,
"Vi-Dom-A",,"Therapy","[u'Vitamin A Palmitate']",,
"Vi-Twel",,"Therapy","[u'Cyanocobalamin']",,
"Viadur",,"Therapy","[u'Leuprolide Acetate']",,
"Viagra",,"Therapy","[u'Sildenafil Citrate']",,
"Vibativ",,"Therapy","[u'Telavancin Hydrochloride']",,
"Vibisone",,"Therapy","[u'Cyanocobalamin']",,
"Vibra-Tabs",,"Therapy","[u'Doxycycline Hyclate']",,
"Vibramycin",,"Therapy","[u'Doxycycline Calcium']",,
"Vicks Formula 44",,"Therapy","[u'Diphenhydramine Hydrochloride']",,
"Vicodin",,"Therapy","[u'Acetaminophen; Hydrocodone Bitartrate']",,
"Vicodin Es",,"Therapy","[u'Acetaminophen; Hydrocodone Bitartrate']",,
"Vicodin Hp",,"Therapy","[u'Acetaminophen; Hydrocodone Bitartrate']",,
"Vicoprin",,"Therapy","[u'Aspirin; Hydrocodone Bitartrate']",,
"Vicoprofen",,"Therapy","[u'Hydrocodone Bitartrate; Ibuprofen']",,
"Victoza",,"Therapy","[u'Liraglutide Recombinant']",,
"Vidaza",,"Therapy","[u'Azacitidine']",,
"Videx",,"Therapy","[u'Didanosine']",,
"Videx Ec",,"Therapy","[u'Didanosine']",,
"Vigamox",,"Therapy","[u'Moxifloxacin Hydrochloride']",,
"Viibryd",,"Therapy","[u'Vilazodone Hydrochloride']",,
"Vimovo",,"Therapy","[u'Esomeprazole Magnesium; Naproxen']",,
"Vimpat",,"Therapy","[u'Lacosamide']",,
"Vinblastine Sulfate",,"Therapy",,,
"Vincasar Pfs",,"Therapy","[u'Vincristine Sulfate']",,
"Vincrex",,"Therapy","[u'Vincristine Sulfate']",,
"Vincristine Sulfate",,"Therapy",,,
"Vincristine Sulfate Pfs",,"Therapy","[u'Vincristine Sulfate']",,
"Vinorelbine Tartrate",,"Therapy",,,
"Viocin Sulfate",,"Therapy","[u'Viomycin Sulfate']",,
"Vioxx",,"Therapy","[u'Rofecoxib']",,
"Vira-A",,"Therapy","[u'Vidarabine']",,
"Virac Rex",,"Therapy","[u'Lapyrium Chloride; Undecoylium Chloride Iodine Complex']",,
"Viracept",,"Therapy","[u'Nelfinavir Mesylate']",,
"Viramune",,"Therapy","[u'Nevirapine']",,
"Virazole",,"Therapy","[u'Ribavirin']",,
"Viread",,"Therapy","[u'Tenofovir Disoproxil Fumarate']",,
"Virilon",,"Therapy","[u'Methyltestosterone']",,
"Viroptic",,"Therapy","[u'Trifluridine']",,
"Visicol",,"Therapy","[u'Sodium Phosphate, Dibasic Anhydrous; Sodium Phosphate, Monobasic, Monohydrate']",,
"Visine L.R.",,"Therapy","[u'Oxymetazoline Hydrochloride']",,
"Visine-A",,"Therapy","[u'Naphazoline Hydrochloride; Pheniramine Maleate']",,
"Visionblue",,"Therapy","[u'Trypan Blue']",,
"Visipaque 270",,"Therapy","[u'Iodixanol']",,
"Visipaque 320",,"Therapy","[u'Iodixanol']",,
"Viskazide",,"Therapy","[u'Hydrochlorothiazide; Pindolol']",,
"Visken",,"Therapy","[u'Pindolol']",,
"Vistaril",,"Therapy","[u'Hydroxyzine Pamoate']",,
"Vistide",,"Therapy","[u'Cidofovir']",,
"Visudyne",,"Therapy","[u'Verteporfin']",,
"Vitamin A",,"Therapy","[u'Vitamin A Palmitate']",,
"Vitamin A Palmitate",,"Therapy",,,
"Vitamin A Solubilized",,"Therapy","[u'Vitamin A Palmitate']",,
"Vitamin D",,"Therapy","[u'Ergocalciferol']",,
"Vitamin K1",,"Therapy","[u'Phytonadione']",,
"Vitaped",,"Therapy","[u'Ascorbic Acid; Biotin; Cyanocobalamin; Ergocalciferol; Folic Acid; Niacinamide; Pantothenic Acid; Phytonadione; Pyridoxine; Riboflavin; Thiamine; Vitamin A Palmitate; Vitamin E']",,
"Vitrase",,"Therapy","[u'Hyaluronidase']",,
"Vitrasert",,"Therapy","[u'Ganciclovir']",,
"Vitravene Preservative Free",,"Therapy","[u'Fomivirsen Sodium']",,
"Vivactil",,"Therapy","[u'Protriptyline Hydrochloride']",,
"Vivelle",,"Therapy","[u'Estradiol']",,
"Vivelle-Dot",,"Therapy","[u'Estradiol']",,
"Vivitrol",,"Therapy","[u'Naltrexone']",,
"Volmax",,"Therapy","[u'Albuterol Sulfate']",,
"Voltaren",,"Therapy","[u'Diclofenac Sodium']",,
"Voltaren-Xr",,"Therapy","[u'Diclofenac Sodium']",,
"Vontrol",,"Therapy","[u'Diphenidol Hydrochloride']",,
"Voriconazole",,"Therapy",,,
"Vosol",,"Therapy","[u'Acetic Acid, Glacial']",,
"Vosol Hc",,"Therapy","[u'Acetic Acid, Glacial; Hydrocortisone']",,
"Vospire Er",,"Therapy","[u'Albuterol Sulfate']",,
"Votrient",,"Therapy","[u'Pazopanib Hydrochloride']",,
"Vpriv",,"Therapy","[u'Velaglucerase Alfa']",,
"Vumon",,"Therapy","[u'Teniposide']",,
"Vusion",,"Therapy","[u'Miconazole Nitrate; Petrolatum, White; Zinc Oxide']",,
"Vytorin",,"Therapy","[u'Ezetimibe; Simvastatin']",,
"Vyvanse",,"Therapy","[u'Lisdexamfetamine Dimesylate']",,
"Wampocap",,"Therapy","[u'Niacin']",,
"Warfarin Sodium",,"Therapy",,,
"Welchol",,"Therapy","[u'Colesevelam Hydrochloride']",,
"Wellbutrin",,"Therapy","[u'Bupropion Hydrochloride']",,
"Wellbutrin Sr",,"Therapy","[u'Bupropion Hydrochloride']",,
"Wellbutrin Xl",,"Therapy","[u'Bupropion Hydrochloride']",,
"Wellcovorin",,"Therapy","[u'Leucovorin Calcium']",,
"Westadone",,"Therapy","[u'Methadone Hydrochloride']",,
"Westcort",,"Therapy","[u'Hydrocortisone Valerate']",,
"Wigraine",,"Therapy","[u'Caffeine; Ergotamine Tartrate']",,
"Wigrettes",,"Therapy","[u'Ergotamine Tartrate']",,
"Winstrol",,"Therapy","[u'Stanozolol']",,
"Wolfina",,"Therapy","[u'Rauwolfia Serpentina Root']",,
"Wyamine Sulfate",,"Therapy","[u'Mephentermine Sulfate']",,
"Wyamycin E",,"Therapy","[u'Erythromycin Ethylsuccinate']",,
"Wyamycin S",,"Therapy","[u'Erythromycin Stearate']",,
"Wydase",,"Therapy","[u'Hyaluronidase']",,
"Wygesic",,"Therapy","[u'Acetaminophen; Propoxyphene Hydrochloride']",,
"Wymox",,"Therapy","[u'Amoxicillin']",,
"Wytensin",,"Therapy","[u'Guanabenz Acetate']",,
"X-Trozine",,"Therapy","[u'Phendimetrazine Tartrate']",,
"X-Trozine L.A.",,"Therapy","[u'Phendimetrazine Tartrate']",,
"Xalatan",,"Therapy","[u'Latanoprost']",,
"Xanax",,"Therapy","[u'Alprazolam']",,
"Xanax Xr",,"Therapy","[u'Alprazolam']",,
"Xeloda",,"Therapy","[u'Capecitabine']",,
"Xenazine",,"Therapy","[u'Tetrabenazine']",,
"Xeneisol",,"Therapy","[u'Xenon Xe-133']",,
"Xenical",,"Therapy","[u'Orlistat']",,
"Xenon Xe 127",,"Therapy","[u'Xenon Xe-127']",,
"Xenon Xe 133",,"Therapy","[u'Xenon Xe-133']",,
"Xenon Xe 133-V.S.S.",,"Therapy","[u'Xenon Xe-133']",,
"Xeomin",,"Therapy","[u'Incobotulinumtoxina']",,
"Xgeva",,"Therapy","[u'Denosumab']",,
"Xiaflex",,"Therapy","[u'Collagenase Clostridium Histolyticum']",,
"Xibrom",,"Therapy","[u'Bromfenac Sodium']",,
"Xifaxan",,"Therapy","[u'Rifaximin']",,
"Xigris",,"Therapy","[u'Drotrecogin Alfa (Activated)']",,
"Xolair",,"Therapy","[u'Omalizumab']",,
"Xolegel",,"Therapy","[u'Ketoconazole']",,
"Xopenex",,"Therapy","[u'Levalbuterol Hydrochloride']",,
"Xopenex Hfa",,"Therapy","[u'Levalbuterol Tartrate']",,
"Xylo-Pfan",,"Therapy","[u'Xylose']",,
"Xylocaine",,"Therapy","[u'Lidocaine']",,
"Xylocaine 1.5% W/ Dextrose 7.5%",,"Therapy","[u'Lidocaine Hydrochloride']",,
"Xylocaine 4% Preservative Free",,"Therapy","[u'Lidocaine Hydrochloride']",,
"Xylocaine 5% W/ Glucose 7.5%",,"Therapy","[u'Lidocaine Hydrochloride']",,
"Xylocaine Dental",,"Therapy","[u'Lidocaine Hydrochloride']",,
"Xylocaine Dental With Epinephrine",,"Therapy","[u'Epinephrine; Lidocaine Hydrochloride']",,
"Xylocaine Preservative Free",,"Therapy","[u'Lidocaine Hydrochloride']",,
"Xylocaine Viscous",,"Therapy","[u'Lidocaine Hydrochloride']",,
"Xylocaine W/ Epinephrine",,"Therapy","[u'Epinephrine; Lidocaine Hydrochloride']",,
"Xylose",,"Therapy",,,
"Xyrem",,"Therapy","[u'Sodium Oxybate']",,
"Xyzal",,"Therapy","[u'Levocetirizine Dihydrochloride']",,
"Yasmin",,"Therapy","[u'Drospirenone; Ethinyl Estradiol']",,
"Yaz",,"Therapy","[u'Drospirenone; Ethinyl Estradiol']",,
"Ytterbium Yb 169 Dtpa",,"Therapy","[u'Pentetate Calcium Trisodium Yb-169']",,
"Yutopar",,"Therapy","[u'Ritodrine Hydrochloride']",,
"Zaditor",,"Therapy","[u'Ketotifen Fumarate']",,
"Zafirlukast",,"Therapy",,,
"Zagam",,"Therapy","[u'Sparfloxacin']",,
"Zaleplon",,"Therapy",,,
"Zanaflex",,"Therapy","[u'Tizanidine Hydrochloride']",,
"Zanosar",,"Therapy","[u'Streptozocin']",,
"Zantac",,"Therapy","[u'Ranitidine Hydrochloride']",,
"Zantac 150",,"Therapy","[u'Ranitidine Hydrochloride']",,
"Zantac 25",,"Therapy","[u'Ranitidine Hydrochloride']",,
"Zantac 300",,"Therapy","[u'Ranitidine Hydrochloride']",,
"Zantac 75",,"Therapy","[u'Ranitidine Hydrochloride']",,
"Zantac In Plastic Container",,"Therapy","[u'Ranitidine Hydrochloride']",,
"Zarontin",,"Therapy","[u'Ethosuximide']",,
"Zaroxolyn",,"Therapy","[u'Metolazone']",,
"Zavesca",,"Therapy","[u'Miglustat']",,
"Zaxopam",,"Therapy","[u'Oxazepam']",,
"Zebeta",,"Therapy","[u'Bisoprolol Fumarate']",,
"Zefazone",,"Therapy","[u'Cefmetazole Sodium']",,
"Zefazone In Plastic Container",,"Therapy","[u'Cefmetazole Sodium']",,
"Zegerid",,"Therapy","[u'Magnesium Hydroxide; Omeprazole; Sodium Bicarbonate']",,
"Zegerid Otc",,"Therapy","[u'Omeprazole; Sodium Bicarbonate']",,
"Zelapar",,"Therapy","[u'Selegiline Hydrochloride']",,
"Zelnorm",,"Therapy","[u'Tegaserod Maleate']",,
"Zemplar",,"Therapy","[u'Paricalcitol']",,
"Zemuron",,"Therapy","[u'Rocuronium Bromide']",,
"Zenapax",,"Therapy","[u'Daclizumab']",,
"Zenpep",,"Therapy","[u'Pancrelipase (Amylase;Lipase;Protease)']",,
"Zerit",,"Therapy","[u'Stavudine']",,
"Zerit Xr",,"Therapy","[u'Stavudine']",,
"Zestoretic",,"Therapy","[u'Hydrochlorothiazide; Lisinopril']",,
"Zestril",,"Therapy","[u'Lisinopril']",,
"Zetia",,"Therapy","[u'Ezetimibe']",,
"Zevalin",,"Therapy","[u'Ibritumomab Tiuxetan']",,
"Ziac",,"Therapy","[u'Bisoprolol Fumarate; Hydrochlorothiazide']",,
"Ziagen",,"Therapy","[u'Abacavir Sulfate']",,
"Ziana",,"Therapy","[u'Clindamycin Phosphate; Tretinoin']",,
"Ziba-Rx",,"Therapy","[u'Bacitracin Zinc']",,
"Zide",,"Therapy","[u'Hydrochlorothiazide']",,
"Zidovudine",,"Therapy",,,
"Zinacef",,"Therapy","[u'Cefuroxime Sodium']",,
"Zinacef In Plastic Container",,"Therapy","[u'Cefuroxime Sodium']",,
"Zinc Bacitracin,Neomycin Sulfate,Polymyxin B Sulfate & Hydrocortisone",,"Therapy","[u'Bacitracin Zinc; Hydrocortisone; Neomycin Sulfate; Polymyxin B Sulfate']",,
"Zinc Chloride In Plastic Container",,"Therapy","[u'Zinc Chloride']",,
"Zinc Sulfate",,"Therapy",,,
"Zinecard",,"Therapy","[u'Dexrazoxane Hydrochloride']",,
"Zingo",,"Therapy","[u'Lidocaine Hydrochloride']",,
"Zipan-25",,"Therapy","[u'Promethazine Hydrochloride']",,
"Zipan-50",,"Therapy","[u'Promethazine Hydrochloride']",,
"Ziprasidone Hydrochloride",,"Therapy",,,
"Zipsor",,"Therapy","[u'Diclofenac Potassium']",,
"Zirgan",,"Therapy","[u'Ganciclovir']",,
"Zithromax",,"Therapy","[u'Azithromycin']",,
"Zmax",,"Therapy","[u'Azithromycin']",,
"Zocor",,"Therapy","[u'Simvastatin']",,
"Zofran",,"Therapy","[u'Ondansetron Hydrochloride']",,
"Zofran And Dextrose In Plastic Container",,"Therapy","[u'Ondansetron Hydrochloride']",,
"Zofran Odt",,"Therapy","[u'Ondansetron']",,
"Zofran Preservative Free",,"Therapy","[u'Ondansetron Hydrochloride']",,
