"applicationNumber","productNumber","form","dosage","productMarketStatus","tecCode","isReferenceDrug","treatmentTypeName","activeIngredients","interestCategories","isDrug"
77854,1,"Tablet; Oral","0.125MG","Prescription","AB",0,"Pramipexole Dihydrochloride","Pramipexole Dihydrochloride","Metformin Hydrochloride",TRUE
77854,2,"Tablet; Oral","0.25MG","Prescription","AB",0,"Pramipexole Dihydrochloride","Pramipexole Dihydrochloride","Pramipexole Dihydrochloride",TRUE
77854,3,"Tablet; Oral","0.5MG","Prescription","AB",0,"Pramipexole Dihydrochloride","Pramipexole Dihydrochloride","Pramipexole Dihydrochloride",TRUE
77854,4,"Tablet; Oral","1MG","Prescription","AB",0,"Pramipexole Dihydrochloride","Pramipexole Dihydrochloride","Pramipexole Dihydrochloride",TRUE
77854,5,"Tablet; Oral","1.5MG","Prescription","AB",0,"Pramipexole Dihydrochloride","Pramipexole Dihydrochloride","Pramipexole Dihydrochloride",TRUE
77855,1,"Tablet, Extended Release; Oral","100MG","Prescription","AB",0,"Morphine Sulfate","Morphine Sulfate","Pramipexole Dihydrochloride",TRUE
77855,2,"Tablet, Extended Release; Oral","200MG","Prescription","AB",0,"Morphine Sulfate","Morphine Sulfate","Morphine Sulfate",TRUE
77856,1,"Tablet; Oral","0.5MG","Prescription","AB",0,"Clonazepam","Clonazepam","Morphine Sulfate",TRUE
77856,2,"Tablet; Oral","1MG","Prescription","AB",0,"Clonazepam","Clonazepam","Clonazepam",TRUE
77856,3,"Tablet; Oral","2MG","Prescription","AB",0,"Clonazepam","Clonazepam","Clonazepam",TRUE
77857,1,"Injectable; Subcutaneous","100MG/ML (100MG/ML)","Prescription","AP",0,"Enoxaparin Sodium (Preservative Free)","Enoxaparin Sodium","Clonazepam",TRUE
77857,2,"Injectable; Subcutaneous","30MG/0.3ML (100MG/ML)","Prescription","AP",0,"Enoxaparin Sodium (Preservative Free)","Enoxaparin Sodium","Enoxaparin Sodium (Preservative Free)",TRUE
77857,3,"Injectable; Subcutaneous","40MG/0.4ML (100MG/ML)","Prescription","AP",0,"Enoxaparin Sodium (Preservative Free)","Enoxaparin Sodium","Enoxaparin Sodium (Preservative Free)",TRUE
77857,4,"Injectable; Subcutaneous","60MG/0.6ML (100MG/ML)","Prescription","AP",0,"Enoxaparin Sodium (Preservative Free)","Enoxaparin Sodium","Enoxaparin Sodium (Preservative Free)",TRUE
77857,5,"Injectable; Subcutaneous","80MG/0.8ML (100MG/ML)","Prescription","AP",0,"Enoxaparin Sodium (Preservative Free)","Enoxaparin Sodium","Enoxaparin Sodium (Preservative Free)",TRUE
77857,6,"Injectable; Subcutaneous","120MG/0.8ML (150MG/ML)","Prescription","AP",0,"Enoxaparin Sodium (Preservative Free)","Enoxaparin Sodium","Enoxaparin Sodium (Preservative Free)",TRUE
77857,7,"Injectable; Subcutaneous","150MG/ML (150MG/ML)","Prescription","AP",0,"Enoxaparin Sodium (Preservative Free)","Enoxaparin Sodium","Enoxaparin Sodium (Preservative Free)",TRUE
77858,1,"Tablet; Oral","325MG;37.5MG","Prescription","AB",0,"Tramadol Hydrochloride And Acetaminophen","Acetaminophen; Tramadol Hydrochloride","Enoxaparin Sodium (Preservative Free)",TRUE
77859,1,"Tablet; Oral","EQ 250MG BASE","Prescription","AB",0,"Ciprofloxacin Hydrochloride","Ciprofloxacin Hydrochloride","Tramadol Hydrochloride And Acetaminophen",TRUE
77859,2,"Tablet; Oral","EQ 500MG BASE","Prescription","AB",0,"Ciprofloxacin Hydrochloride","Ciprofloxacin Hydrochloride","Ciprofloxacin Hydrochloride",TRUE
77859,3,"Tablet; Oral","EQ 750MG BASE","Prescription","AB",0,"Ciprofloxacin Hydrochloride","Ciprofloxacin Hydrochloride","Ciprofloxacin Hydrochloride",TRUE
77860,1,"Tablet; Oral","0.25MG","Prescription","AB",0,"Risperidone","Risperidone","Ciprofloxacin Hydrochloride",TRUE
77860,2,"Tablet; Oral","0.5MG","Prescription","AB",0,"Risperidone","Risperidone","Risperidone",TRUE
77860,3,"Tablet; Oral","1MG","Prescription","AB",0,"Risperidone","Risperidone","Risperidone",TRUE
77860,4,"Tablet; Oral","2MG","Prescription","AB",0,"Risperidone","Risperidone","Risperidone",TRUE
77860,5,"Tablet; Oral","3MG","Prescription","AB",0,"Risperidone","Risperidone","Risperidone",TRUE
77860,6,"Tablet; Oral","4MG","Prescription","AB",0,"Risperidone","Risperidone","Risperidone",TRUE
77861,1,"Injectable; Iv (Infusion)","50MG/5ML (10MG/ML)","Prescription","AP",0,"Carboplatin","Carboplatin","Risperidone",TRUE
77861,2,"Injectable; Iv (Infusion)","150MG/15ML (10MG/ML)","Prescription","AP",0,"Carboplatin","Carboplatin","Carboplatin",TRUE
77861,3,"Injectable; Iv (Infusion)","450MG/45ML (10MG/ML)","Prescription","AP",0,"Carboplatin","Carboplatin","Carboplatin",TRUE
77861,4,"Injectable; Iv (Infusion)","600MG/60ML (10MG/ML)","Prescription","AP",0,"Carboplatin","Carboplatin","Carboplatin",TRUE
77862,2,"Tablet; Oral","20MG","Prescription","AB",0,"Baclofen","Baclofen","Carboplatin",TRUE
77863,1,"Tablet, Delayed Release; Oral","75MG","Prescription",,0,"Diclofenac Sodium","Diclofenac Sodium","Baclofen",TRUE
77863,3,"Tablet, Delayed Release; Oral","75MG","Prescription","AB",0,"Diclofenac Sodium","Diclofenac Sodium","Diclofenac Sodium",TRUE
77864,1,"Tablet; Oral","EQ 25MG BASE","Prescription","AB",0,"Sertraline Hydrochloride","Sertraline Hydrochloride","Diclofenac Sodium",TRUE
77864,2,"Tablet; Oral","EQ 50MG BASE","Prescription","AB",0,"Sertraline Hydrochloride","Sertraline Hydrochloride","Sertraline Hydrochloride",TRUE
77864,3,"Tablet; Oral","EQ 100MG BASE","Prescription","AB",0,"Sertraline Hydrochloride","Sertraline Hydrochloride","Sertraline Hydrochloride",TRUE
77865,1,"Capsule; Oral","300MG","Prescription",,0,"Ursodiol","Ursodiol","Sertraline Hydrochloride",TRUE
77867,1,"Liquid; Inhalation",100.00%,"Prescription","AN",0,"Sojourn","Sevoflurane","Ursodiol",TRUE
77868,1,"Capsule; Oral","15MG","Prescription","AB",0,"Topiramate","Topiramate","Sojourn",TRUE
77868,2,"Capsule; Oral","25MG","Prescription","AB",0,"Topiramate","Topiramate","Topiramate",TRUE
77869,1,"Capsule; Oral","25MG","Prescription","AB",0,"Zonisamide","Zonisamide","Topiramate",TRUE
77869,2,"Capsule; Oral","50MG","Prescription","AB",0,"Zonisamide","Zonisamide","Zonisamide",TRUE
77869,3,"Capsule; Oral","100MG","Prescription","AB",0,"Zonisamide","Zonisamide","Zonisamide",TRUE
77870,1,"Tablet; Oral","1.25MG;250MG","Prescription","AB",0,"Glyburide And Metformin Hydrochloride","Glyburide; Metformin Hydrochloride","Zonisamide",TRUE
77870,2,"Tablet; Oral","2.5MG;500MG","Prescription","AB",0,"Glyburide And Metformin Hydrochloride","Glyburide; Metformin Hydrochloride","Glyburide And Metformin Hydrochloride",TRUE
77870,3,"Tablet; Oral","5MG;500MG","Prescription","AB",0,"Glyburide And Metformin Hydrochloride","Glyburide; Metformin Hydrochloride","Glyburide And Metformin Hydrochloride",TRUE
77871,1,"Injectable; Subcutaneous","EQ 6MG BASE/0.5ML (EQ 12MG BASE/ML)","Prescription","AP",0,"Sumatriptan Succinate","Sumatriptan Succinate","Glyburide And Metformin Hydrochloride",TRUE
77873,1,"Tablet, Extended Release; Oral","EQ 12.5MG BASE","Prescription","AB",0,"Paroxetine Hydrochloride","Paroxetine Hydrochloride","Sumatriptan Succinate",TRUE
77873,2,"Tablet, Extended Release; Oral","EQ 25MG BASE","Prescription","AB",0,"Paroxetine Hydrochloride","Paroxetine Hydrochloride","Paroxetine Hydrochloride",TRUE
77876,1,"Capsule; Oral","25MG","Prescription","AB",0,"Zonisamide","Zonisamide","Paroxetine Hydrochloride",TRUE
77876,2,"Capsule; Oral","50MG","Prescription","AB",0,"Zonisamide","Zonisamide","Zonisamide",TRUE
77876,3,"Capsule; Oral","100MG","Prescription","AB",0,"Zonisamide","Zonisamide","Zonisamide",TRUE
77877,1,"Tablet; Oral","25MG","Prescription","AB",0,"Atenolol","Atenolol","Zonisamide",TRUE
77877,2,"Tablet; Oral","50MG","Prescription","AB",0,"Atenolol","Atenolol","Atenolol",TRUE
77877,3,"Tablet; Oral","100MG","Prescription","AB",0,"Atenolol","Atenolol","Atenolol",TRUE
77878,1,"Tablet; Oral","EQ 5MG BASE","Prescription","AB",0,"Metoclopramide Hydrochloride","Metoclopramide Hydrochloride","Atenolol",TRUE
77878,2,"Tablet; Oral","EQ 10MG BASE","Prescription","AB",0,"Metoclopramide Hydrochloride","Metoclopramide Hydrochloride","Metoclopramide Hydrochloride",TRUE
77880,1,"Tablet; Oral","500MG","Prescription","AB",0,"Metformin Hydrochloride","Metformin Hydrochloride","Metoclopramide Hydrochloride",TRUE
77880,2,"Tablet; Oral","850MG","Prescription","AB",0,"Metformin Hydrochloride","Metformin Hydrochloride","Metformin Hydrochloride",TRUE
77880,3,"Tablet; Oral","1GM","Prescription","AB",0,"Metformin Hydrochloride","Metformin Hydrochloride","Metformin Hydrochloride",TRUE
77882,1,"Tablet; Oral","7.5MG","Prescription","AB",0,"Meloxicam","Meloxicam","Metformin Hydrochloride",TRUE
77882,2,"Tablet; Oral","15MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77883,1,"Capsule; Oral","750MG","Prescription","AB",0,"Balsalazide Disodium","Balsalazide Disodium","Meloxicam",TRUE
77884,1,"Tablet; Oral","5MG","Prescription","AB",0,"Zolpidem Tartrate","Zolpidem Tartrate","Balsalazide Disodium",TRUE
77884,2,"Tablet; Oral","10MG","Prescription","AB",0,"Zolpidem Tartrate","Zolpidem Tartrate","Zolpidem Tartrate",TRUE
77885,1,"Capsule; Oral","12.5MG","Prescription","AB",0,"Hydrochlorothiazide","Hydrochlorothiazide","Zolpidem Tartrate",TRUE
77887,1,"Tablet; Oral","3.125MG","Prescription","AB",0,"Carvedilol","Carvedilol","Hydrochlorothiazide",TRUE
77887,2,"Tablet; Oral","6.25MG","Prescription","AB",0,"Carvedilol","Carvedilol","Carvedilol",TRUE
77887,3,"Tablet; Oral","12.5MG","Prescription","AB",0,"Carvedilol","Carvedilol","Carvedilol",TRUE
77887,4,"Tablet; Oral","25MG","Prescription","AB",0,"Carvedilol","Carvedilol","Carvedilol",TRUE
77888,1,"Injectable; Injection","200MG/100ML","Prescription","AP",0,"Ciprofloxacin In Dextrose 5% In Plastic Container","Ciprofloxacin","Carvedilol",TRUE
77888,2,"Injectable; Injection","400MG/200ML","Prescription","AP",0,"Ciprofloxacin In Dextrose 5% In Plastic Container","Ciprofloxacin","Ciprofloxacin In Dextrose 5% In Plastic Container",TRUE
77890,1,"Capsule; Oral","EQ 2.5MG BASE;10MG","Prescription","AB",0,"Amlodipine Besylate And Benazepril Hydrochloride","Amlodipine Besylate; Benazepril Hydrochloride","Ciprofloxacin In Dextrose 5% In Plastic Container",TRUE
77890,2,"Capsule; Oral","EQ 5MG BASE;10MG","Prescription","AB",0,"Amlodipine Besylate And Benazepril Hydrochloride","Amlodipine Besylate; Benazepril Hydrochloride","Amlodipine Besylate And Benazepril Hydrochloride",TRUE
77890,3,"Capsule; Oral","EQ 5MG BASE;20MG","Prescription","AB",0,"Amlodipine Besylate And Benazepril Hydrochloride","Amlodipine Besylate; Benazepril Hydrochloride","Amlodipine Besylate And Benazepril Hydrochloride",TRUE
77890,4,"Capsule; Oral","EQ 10MG BASE;20MG","Prescription","AB",0,"Amlodipine Besylate And Benazepril Hydrochloride","Amlodipine Besylate; Benazepril Hydrochloride","Amlodipine Besylate And Benazepril Hydrochloride",TRUE
77891,1,"Capsule; Oral","25MG","Prescription",,0,"Zonisamide","Zonisamide","Amlodipine Besylate And Benazepril Hydrochloride",TRUE
77891,2,"Capsule; Oral","50MG","Prescription",,0,"Zonisamide","Zonisamide","Zonisamide",TRUE
77892,1,"Tablet; Oral","100MG",4,,0,"Modafinil","Modafinil","Zonisamide",TRUE
77892,2,"Tablet; Oral","200MG",4,,0,"Modafinil","Modafinil","Modafinil",TRUE
77893,1,"For Solution; Oral","17GM/SCOOPFUL","Prescription","AA",0,"Polyethylene Glycol 3350","Polyethylene Glycol 3350","Modafinil",TRUE
77894,1,"Tablet; Oral","100MG","Prescription","AB",0,"Gabapentin","Gabapentin","Polyethylene Glycol 3350",TRUE
77894,2,"Tablet; Oral","300MG","Prescription","AB",0,"Gabapentin","Gabapentin","Gabapentin",TRUE
77894,3,"Tablet; Oral","400MG","Prescription","AB",0,"Gabapentin","Gabapentin","Gabapentin",TRUE
77895,1,"Capsule; Oral","300MG","Prescription","AB",0,"Ursodiol","Ursodiol","Gabapentin",TRUE
77896,1,"Gel; Topical",0.77%,"Prescription","AB",0,"Ciclopirox","Ciclopirox","Ursodiol",TRUE
77897,1,"Injectable; Injection","3MG/ML",4,,0,"Adenosine","Adenosine","Ciclopirox",TRUE
77898,1,"Tablet; Oral","50MG","Prescription","AB",0,"Cilostazol","Cilostazol","Adenosine",TRUE
77898,2,"Tablet; Oral","100MG","Prescription","AB",0,"Cilostazol","Cilostazol","Cilostazol",TRUE
77899,1,"Tablet, Extended Release; Oral","30MG","Prescription","AB1",0,"Nifedipine","Nifedipine","Cilostazol",TRUE
77899,2,"Tablet, Extended Release; Oral","60MG","Prescription","AB1",0,"Nifedipine","Nifedipine","Nifedipine",TRUE
77900,1,"Capsule; Oral","1.25MG","Prescription","AB",0,"Ramipril","Ramipril","Nifedipine",TRUE
77900,2,"Capsule; Oral","2.5MG","Prescription","AB",0,"Ramipril","Ramipril","Ramipril",TRUE
77900,3,"Capsule; Oral","5MG","Prescription","AB",0,"Ramipril","Ramipril","Ramipril",TRUE
77900,4,"Capsule; Oral","10MG","Prescription","AB",0,"Ramipril","Ramipril","Ramipril",TRUE
77901,1,"Tablet; Oral","0.1MG","Prescription","AB",0,"Clonidine Hydrochloride","Clonidine Hydrochloride","Ramipril",TRUE
77901,2,"Tablet; Oral","0.2MG","Prescription","AB",0,"Clonidine Hydrochloride","Clonidine Hydrochloride","Clonidine Hydrochloride",TRUE
77901,3,"Tablet; Oral","0.3MG","Prescription","AB",0,"Clonidine Hydrochloride","Clonidine Hydrochloride","Clonidine Hydrochloride",TRUE
77902,1,"Tablet, Extended Release; Oral","212.6MG;EQ 287.5MG BASE","Prescription","AB",0,"Ciprofloxacin Extended Release","Ciprofloxacin; Ciprofloxacin Hydrochloride","Clonidine Hydrochloride",TRUE
77903,1,"Tablet; Oral","5MG","Prescription","AB",0,"Zolpidem Tartrate","Zolpidem Tartrate","Ciprofloxacin Extended Release",TRUE
77903,2,"Tablet; Oral","10MG","Prescription","AB",0,"Zolpidem Tartrate","Zolpidem Tartrate","Zolpidem Tartrate",TRUE
77904,1,"Tablet; Oral","10MG","Prescription","AB",0,"Pravastatin Sodium","Pravastatin Sodium","Zolpidem Tartrate",TRUE
77904,2,"Tablet; Oral","20MG","Prescription","AB",0,"Pravastatin Sodium","Pravastatin Sodium","Pravastatin Sodium",TRUE
77904,3,"Tablet; Oral","40MG","Prescription","AB",0,"Pravastatin Sodium","Pravastatin Sodium","Pravastatin Sodium",TRUE
77904,4,"Tablet; Oral","80MG",4,,0,"Pravastatin Sodium","Pravastatin Sodium","Pravastatin Sodium",TRUE
77905,1,"Tablet; Oral","25MG","Discontinued",,0,"Topiramate","Topiramate","Pravastatin Sodium",TRUE
77905,2,"Tablet; Oral","50MG","Discontinued",,0,"Topiramate","Topiramate","Topiramate",TRUE
77905,3,"Tablet; Oral","100MG","Discontinued",,0,"Topiramate","Topiramate","Topiramate",TRUE
77905,4,"Tablet; Oral","200MG","Discontinued",,0,"Topiramate","Topiramate","Topiramate",TRUE
77906,1,"Solution; Intravenous","EQ 30MG BASE/3ML (EQ 10MG BASE/ML)","Prescription","AP",0,"Caffeine Citrate","Caffeine Citrate","Topiramate",TRUE
77907,1,"Injectable; Subcutaneous","EQ 6MG BASE/0.5ML (EQ 12MG BASE/ML)","Prescription","AP",0,"Sumatriptan Succinate","Sumatriptan Succinate","Caffeine Citrate",TRUE
77908,1,"Injectable; Injection","10MG/ML","Prescription","AB",0,"Propofol","Propofol","Sumatriptan Succinate",TRUE
77909,1,"Injectable; Injection","200MG/100ML (2MG/ML)","Prescription","AP",0,"Fluconazole In Sodium Chloride 0.9% In Plastic Container","Fluconazole","Propofol",TRUE
77909,2,"Injectable; Injection","400MG/200ML (2MG/ML)","Prescription","AP",0,"Fluconazole In Sodium Chloride 0.9% In Plastic Container","Fluconazole","Fluconazole In Sodium Chloride 0.9% In Plastic Container",TRUE
77910,1,"Tablet; Oral","5MG","Prescription","AB",0,"Bisoprolol Fumarate","Bisoprolol Fumarate","Fluconazole In Sodium Chloride 0.9% In Plastic Container",TRUE
77910,2,"Tablet; Oral","10MG","Prescription","AB",0,"Bisoprolol Fumarate","Bisoprolol Fumarate","Bisoprolol Fumarate",TRUE
77911,1,"Tablet; Oral","1MG","Prescription","AB",0,"Glimepiride","Glimepiride","Bisoprolol Fumarate",TRUE
77911,2,"Tablet; Oral","2MG","Prescription","AB",0,"Glimepiride","Glimepiride","Glimepiride",TRUE
77911,3,"Tablet; Oral","4MG","Prescription","AB",0,"Glimepiride","Glimepiride","Glimepiride",TRUE
77912,1,"Tablet; Oral","12.5MG;10MG","Prescription","AB",0,"Lisinopril And Hydrochlorothiazide","Hydrochlorothiazide; Lisinopril","Glimepiride",TRUE
77912,2,"Tablet; Oral","12.5MG;20MG","Prescription","AB",0,"Lisinopril And Hydrochlorothiazide","Hydrochlorothiazide; Lisinopril","Lisinopril And Hydrochlorothiazide",TRUE
77912,3,"Tablet; Oral","25MG;20MG","Prescription","AB",0,"Lisinopril And Hydrochlorothiazide","Hydrochlorothiazide; Lisinopril","Lisinopril And Hydrochlorothiazide",TRUE
77913,1,"Injectable; Injection","EQ 0.1MG BASE/ML (EQ 0.1MG BASE/ML)","Prescription","AP",0,"Granisetron Hydrochloride","Granisetron Hydrochloride","Lisinopril And Hydrochlorothiazide",TRUE
77914,1,"Tablet; Oral","5MG","Prescription","AB",0,"Finasteride","Finasteride","Granisetron Hydrochloride",TRUE
77915,1,"Injectable; Injection","40MG/2ML (20MG/ML)","Prescription","AP",0,"Irinotecan Hydrochloride","Irinotecan Hydrochloride","Finasteride",TRUE
77915,2,"Injectable; Injection","100MG/5ML (20MG/ML)","Prescription","AP",0,"Irinotecan Hydrochloride","Irinotecan Hydrochloride","Irinotecan Hydrochloride",TRUE
77916,1,"Tablet; Oral","600MG",4,,0,"Efavirenz","Efavirenz","Irinotecan Hydrochloride",TRUE
77917,1,"Tablet; Oral","10MG","Prescription","AB",0,"Pravastatin Sodium","Pravastatin Sodium","Efavirenz",TRUE
77917,2,"Tablet; Oral","20MG","Prescription","AB",0,"Pravastatin Sodium","Pravastatin Sodium","Pravastatin Sodium",TRUE
77917,3,"Tablet; Oral","40MG","Prescription","AB",0,"Pravastatin Sodium","Pravastatin Sodium","Pravastatin Sodium",TRUE
77917,4,"Tablet; Oral","80MG","Prescription","AB",0,"Pravastatin Sodium","Pravastatin Sodium","Pravastatin Sodium",TRUE
77918,1,"Tablet; Oral","7.5MG","Prescription","AB",0,"Meloxicam","Meloxicam","Pravastatin Sodium",TRUE
77918,2,"Tablet; Oral","15MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77919,1,"Tablet; Oral","EQ 250MG BASE","Prescription","AB",0,"Terbinafine Hydrochloride","Terbinafine Hydrochloride","Meloxicam",TRUE
77920,1,"Tablet; Oral","7.5MG","Prescription","AB",0,"Meloxicam","Meloxicam","Terbinafine Hydrochloride",TRUE
77920,2,"Tablet; Oral","15MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77921,1,"Tablet; Oral","7.5MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77921,2,"Tablet; Oral","15MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77923,1,"Tablet; Oral","7.5MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77923,2,"Tablet; Oral","15MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77925,1,"Tablet; Oral","7.5MG","Discontinued",,0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77925,2,"Tablet; Oral","15MG","Discontinued",,0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77926,1,"Injectable; Iv (Infusion)","50MG/5ML (10MG/ML)","Prescription","AP",0,"Carboplatin","Carboplatin","Meloxicam",TRUE
77926,2,"Injectable; Iv (Infusion)","150MG/15ML (10MG/ML)","Prescription","AP",0,"Carboplatin","Carboplatin","Carboplatin",TRUE
77926,3,"Injectable; Iv (Infusion)","450MG/45ML (10MG/ML)","Prescription","AP",0,"Carboplatin","Carboplatin","Carboplatin",TRUE
77927,1,"Tablet; Oral","7.5MG","Prescription","AB",0,"Meloxicam","Meloxicam","Carboplatin",TRUE
77927,2,"Tablet; Oral","15MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77928,1,"Tablet; Oral","7.5MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77928,2,"Tablet; Oral","15MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77929,1,"Tablet; Oral","7.5MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77929,2,"Tablet; Oral","15MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77930,1,"Tablet; Oral","7.5MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77930,2,"Tablet; Oral","15MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77931,1,"Tablet; Oral","7.5MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77931,2,"Tablet; Oral","15MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77932,1,"Tablet; Oral","7.5MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77932,2,"Tablet; Oral","15MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77933,1,"Tablet; Oral","7.5MG","Discontinued",,0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77933,2,"Tablet; Oral","15MG","Discontinued",,0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77934,1,"Tablet; Oral","7.5MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77934,2,"Tablet; Oral","15MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77935,1,"Tablet; Oral","7.5MG","Discontinued",,0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77935,2,"Tablet; Oral","15MG","Discontinued",,0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77936,1,"Tablet; Oral","7.5MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77936,2,"Tablet; Oral","15MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77937,1,"Tablet; Oral","7.5MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77937,2,"Tablet; Oral","15MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77938,1,"Tablet; Oral","7.5MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
77938,2,"Tablet; Oral","15MG","Prescription","AB",0,"Meloxicam","Meloxicam","Meloxicam",TRUE
